,Unnamed: 0,sms,happy,joke,astonished,angry,bored,heart,filter,tokens
2012,5931,Écris moi un rapport de stage en milieu masculin . Bonne nuit.,False,True,False,False,False,False,True,"['Écris', 'moi', 'un', 'rapport', 'de', 'stage', 'en', 'milieu', 'masculin', '.', 'Bonne', 'nuit', '.']"
2013,5934,Ok jprefere ca,True,False,False,False,False,False,True,"['Ok', 'jprefere', 'ca']"
2014,5936,Ca fait du bien d'avoir un peu d'amour dans tes messages TOI tu me manques,False,False,False,False,False,True,True,"['Ca', 'fait', 'du', 'bien', ""d'"", 'avoir', 'un', 'peu', ""d'"", 'amour', 'dans', 'tes', 'messages', 'TOI', 'tu', 'me', 'manques']"
2016,5941,Bonjour . Moi moyen Je pensais sur moi et toi. D'accord. Je t'aime,True,False,False,False,False,False,True,"['Bonjour', '.', 'Moi', 'moyen', 'Je', 'pensais', 'sur', 'moi', 'et', 'toi', '.', ""D'"", 'accord', '.', 'Je', ""t'"", 'aime']"
2017,5942,Tu m as réveillé jme lève dans1h . Et non non c'est moi qui suit cone. D'accord Je t'aime amour,False,False,False,True,False,False,True,"['Tu', 'm', 'as', 'réveillé', 'jme', 'lève', 'dans1h', '.', 'Et', 'non', 'non', ""c'"", 'est', 'moi', 'qui', 'suit', 'cone', '.', ""D'"", 'accord', 'Je', ""t'"", 'aime', 'amour']"
2018,5943,D'accord amour. A tte . Je t'aime fort,False,False,False,False,False,True,True,"[""D'"", 'accord', 'amour', '.', 'A', 'tte', '.', 'Je', ""t'"", 'aime', 'fort']"
2019,5945,"Oui ca va ca craint quand meme, ils sont trop nul cette année! Bisous bisous",True,False,False,False,False,False,True,"['Oui', 'ca', 'va', 'ca', 'craint', 'quand', 'meme', ',', 'ils', 'sont', 'trop', 'nul', 'cette', 'année', '!', 'Bisous', 'bisous']"
2020,5950,Trop bien,True,False,False,False,False,False,True,"['Trop', 'bien']"
2021,5953,profite bien,False,True,False,False,False,False,True,"['profite', 'bien']"
2022,5959,,False,True,False,False,False,False,True,['nan']
2023,5961,Et en plus Je pense depuis hier soir alors voilà Je t'aime,False,False,False,False,True,False,True,"['Et', 'en', 'plus', 'Je', 'pense', 'depuis', 'hier', 'soir', 'alors', 'voilà', 'Je', ""t'"", 'aime']"
2024,5962,Je sais mais j fais pas exprès mais mes nerfs monte Je t'aime,False,False,False,False,True,False,True,"['Je', 'sais', 'mais', 'j', 'fais', 'pas', 'exprès', 'mais', 'mes', 'nerfs', 'monte', 'Je', ""t'"", 'aime']"
2026,5966,J'ai encore etait controle par les meme personne !,False,False,False,True,False,False,True,"[""J'"", 'ai', 'encore', 'etait', 'controle', 'par', 'les', 'meme', 'personne', '!']"
2027,5970,Je savais pas que fa pour fille ça existai Je t'aime,False,True,False,False,False,False,True,"['Je', 'savais', 'pas', 'que', 'fa', 'pour', 'fille', 'ça', 'existai', 'Je', ""t'"", 'aime']"
2028,5972,M'ouiiiii je sais bien mais tte la journée ensemble comme avant moi j'aimeee bi aussi ! pas grave je te vois ce soir déjà !,False,False,False,False,False,True,True,"[""M'"", 'ouiiiii', 'je', 'sais', 'bien', 'mais', 'tte', 'la', 'journée', 'ensemble', 'comme', 'avant', 'moi', ""j'"", 'aimeee', 'bi', 'aussi', '!', 'pas', 'grave', 'je', 'te', 'vois', 'ce', 'soir', 'déjà', '!']"
2029,5975,"En ville, ça te dit ?",True,False,False,False,False,False,True,"['En', 'ville', ',', 'ça', 'te', 'dit', '?']"
2031,5986,C'est pas cool,False,False,False,True,False,False,True,"[""C'"", 'est', 'pas', 'cool']"
2032,5989,Kioul ma Keupine [_forename_],False,False,False,False,False,True,True,"['Kioul', 'ma', 'Keupine', '[', '_forename_', ']']"
2033,5992,Faut que Je fasse mes devoir Je t'aime,False,False,False,True,False,False,True,"['Faut', 'que', 'Je', 'fasse', 'mes', 'devoir', 'Je', ""t'"", 'aime']"
2034,5994,Putainn. Je vais arriver 15 après en fait. Le centre médical est bondé et ils se depechent pas >,False,False,True,False,False,False,True,"['Putainn', '.', 'Je', 'vais', 'arriver', '15', 'après', 'en', 'fait', '.', 'Le', 'centre', 'médical', 'est', 'bondé', 'et', 'ils', 'se', 'depechent', 'pas', '>']"
2037,6000,Pti joueur ca te dit qqch,False,True,False,False,False,False,True,"['Pti', 'joueur', 'ca', 'te', 'dit', 'qqch']"
2038,6001,Ramene ton frere egoiste va,True,False,False,False,False,False,True,"['Ramene', 'ton', 'frere', 'egoiste', 'va']"
2039,6007,Oui oui pas de soucis . A toute bisous!,False,True,False,False,False,False,True,"['Oui', 'oui', 'pas', 'de', 'soucis', '.', 'A', 'toute', 'bisous', '!']"
2040,6008,Au fait : !,False,False,False,False,False,True,True,"['Au', 'fait', ':', '!']"
2041,6010,"En histoire dans le grand 2 petit A (population plus urbaine plus mobile,plus agee) vous avez ecrit que 2 lignes ?",False,False,False,True,False,False,True,"['En', 'histoire', 'dans', 'le', 'grand', '2', 'petit', 'A', '(', 'population', 'plus', 'urbaine', 'plus', 'mobile', ',', 'plus', 'agee', ')', 'vous', 'avez', 'ecrit', 'que', '2', 'lignes', '?']"
2042,6012,"Un petit clash avant de partir pour mettre des tensions alors l autre con, quoi de mieu ? Je t'aime",False,False,False,False,True,False,True,"['Un', 'petit', 'clash', 'avant', 'de', 'partir', 'pour', 'mettre', 'des', 'tensions', 'alors', 'l', 'autre', 'con', ',', 'quoi', 'de', 'mieu', '?', 'Je', ""t'"", 'aime']"
2043,6013,"Salut, c'est [_forename_] . ça va ? Ouai c'est une bonne ptite idée pour lanniv du [_forename_] . Je serai de la partie",False,True,False,False,False,False,True,"['Salut', ',', ""c'"", 'est', '[', '_forename_', ']', '.', 'ça', 'va', '?', 'Ouai', ""c'"", 'est', 'une', 'bonne', 'ptite', 'idée', 'pour', 'lanniv', 'du', '[', '_forename_', ']', '.', 'Je', 'serai', 'de', 'la', 'partie']"
2044,6016,Dommage les francais ont perdu... Vous devez leur porter la poisseje rigole!,True,False,False,False,False,False,True,"['Dommage', 'les', 'francais', 'ont', 'perdu', '...', 'Vous', 'devez', 'leur', 'porter', 'la', 'poisseje', 'rigole', '!']"
2045,6019,Oh c'est quoi ce manque de respect là? :'( Je t'aime,False,False,True,False,False,False,True,"['Oh', ""c'"", 'est', 'quoi', 'ce', 'manque', 'de', 'respect', 'là', '?', ':', ""'"", '(', 'Je', ""t'"", 'aime']"
2046,6021,"Bon c'est le principal.. Toisson il est nul, il te méritait pas.. On va t'en trouver un mieux, un pur bg trop sexy et trop intelligent!!",True,False,False,False,False,False,True,"['Bon', ""c'"", 'est', 'le', 'principal', '..', 'Toisson', 'il', 'est', 'nul', ',', 'il', 'te', 'méritait', 'pas', '..', 'On', 'va', ""t'"", 'en', 'trouver', 'un', 'mieux', ',', 'un', 'pur', 'bg', 'trop', 'sexy', 'et', 'trop', 'intelligent', '!!']"
2047,6022,Je sais amour Je t'aime,True,False,False,False,False,False,True,"['Je', 'sais', 'amour', 'Je', ""t'"", 'aime']"
2048,6024,Je te laisse mon coeur Je t'aime fort,False,False,False,True,False,False,True,"['Je', 'te', 'laisse', 'mon', 'coeur', 'Je', ""t'"", 'aime', 'fort']"
2049,6027,J'ai tapé un sprint jusqu'à la gare sans m'arreter ettt...je l'ai raté ! >,False,False,True,False,False,False,True,"[""J'"", 'ai', 'tapé', 'un', 'sprint', ""jusqu'"", 'à', 'la', 'gare', 'sans', ""m'"", 'arreter', 'ettt...je', ""l'"", 'ai', 'raté', '!', '>']"
2050,6036,Je vais aller à un stage de karate dans 30 min.,True,False,False,False,False,False,True,"['Je', 'vais', 'aller', 'à', 'un', 'stage', 'de', 'karate', 'dans', '30', 'min', '.']"
2051,6047,Okey dici là y aura peu être la neige vu qu'on est à lautomne... Mais l'année prochaine tu sais toujours pas dans quelle école tu va en définitif ?,False,True,False,False,False,False,True,"['Okey', 'dici', 'là', 'y', 'aura', 'peu', 'être', 'la', 'neige', 'vu', ""qu'"", 'on', 'est', 'à', 'lautomne', '...', 'Mais', ""l'"", 'année', 'prochaine', 'tu', 'sais', 'toujours', 'pas', 'dans', 'quelle', 'école', 'tu', 'va', 'en', 'définitif', '?']"
2053,6050,Ah ben bon courage ! Moi faut que j'aille en ville pour acheter un livre de français,False,False,False,False,True,False,True,"['Ah', 'ben', 'bon', 'courage', '!', 'Moi', 'faut', 'que', ""j'"", 'aille', 'en', 'ville', 'pour', 'acheter', 'un', 'livre', 'de', 'français']"
2055,6052,C'etait paske tu m'avai autoriser a te dire des truc mignon,False,True,False,False,False,False,True,"[""C'"", 'etait', 'paske', 'tu', ""m'"", 'avai', 'autoriser', 'a', 'te', 'dire', 'des', 'truc', 'mignon']"
2056,6054,Oui et toi ? Tabuse ! Moi je fais comment lol je suis pas là demain.,False,False,False,True,False,False,True,"['Oui', 'et', 'toi', '?', 'Tabuse', '!', 'Moi', 'je', 'fais', 'comment', 'lol', 'je', 'suis', 'pas', 'là', 'demain', '.']"
2057,6058,"Ah mais t es nul sors allé viens, moi Chu en repos =D",False,True,False,False,False,False,True,"['Ah', 'mais', 't', 'es', 'nul', 'sors', 'allé', 'viens', ',', 'moi', 'Chu', 'en', 'repos', '=', 'D']"
2058,6059,Mdr jmen doute passe le bonjour à tout le monde hein et dis leur qu'il fais bon dehors ahah (a) je suis salaud,False,True,False,False,False,False,True,"['Mdr', 'jmen', 'doute', 'passe', 'le', 'bonjour', 'à', 'tout', 'le', 'monde', 'hein', 'et', 'dis', 'leur', ""qu'"", 'il', 'fais', 'bon', 'dehors', 'ahah', '(', 'a', ')', 'je', 'suis', 'salaud']"
2059,6060,J'prefere,False,False,False,False,False,True,True,"[""J'"", 'prefere']"
2060,6061,Je bosse pour le court métrage donc ca va oui et toi ca va ?,True,False,False,False,False,False,True,"['Je', 'bosse', 'pour', 'le', 'court', 'métrage', 'donc', 'ca', 'va', 'oui', 'et', 'toi', 'ca', 'va', '?']"
2061,6064,"Ouais ouais, fin juste qu'il faudrait que t'ai pas le meme que sur le canard en fait",False,False,False,True,False,False,True,"['Ouais', 'ouais', ',', 'fin', 'juste', ""qu'"", 'il', 'faudrait', 'que', ""t'"", 'ai', 'pas', 'le', 'meme', 'que', 'sur', 'le', 'canard', 'en', 'fait']"
2062,6066,Ptdr il à encore son permis celui là !,False,True,False,False,False,False,True,"['Ptdr', 'il', 'à', 'encore', 'son', 'permis', 'celui', 'là', '!']"
2065,6076,"Mdr c'est ce que jme disais, non mais tsé y à pas photo...""pas ton portable"", avec Un pote, pas de réponse pendant plus dune heure et dans les bois... tu passera les détail hein",False,True,False,False,False,False,True,"['Mdr', ""c'"", 'est', 'ce', 'que', 'jme', 'disais', ',', 'non', 'mais', 'tsé', 'y', 'à', 'pas', 'photo', '...', '""', 'pas', 'ton', 'portable', '""', ',', 'avec', 'Un', 'pote', ',', 'pas', 'de', 'réponse', 'pendant', 'plus', 'dune', 'heure', 'et', 'dans', 'les', 'bois', '...', 'tu', 'passera', 'les', 'détail', 'hein']"
2066,6078,Surtout qu'on se voit pas bcp,False,False,False,True,False,False,True,"['Surtout', ""qu'"", 'on', 'se', 'voit', 'pas', 'bcp']"
2067,6084,Mdr sa sa veux dire que ta trouvé un ga lol bon ben jirai faire mon pti tour dans les semaines à venir.,False,True,False,False,False,False,True,"['Mdr', 'sa', 'sa', 'veux', 'dire', 'que', 'ta', 'trouvé', 'un', 'ga', 'lol', 'bon', 'ben', 'jirai', 'faire', 'mon', 'pti', 'tour', 'dans', 'les', 'semaines', 'à', 'venir', '.']"
2068,6089,"Moi non plus, toute façon on finira tous seul '",False,True,False,False,False,False,True,"['Moi', 'non', 'plus', ',', 'toute', 'façon', 'on', 'finira', 'tous', 'seul', ""'""]"
2069,6099,Nan moi c'est la marijuana,False,False,False,False,False,True,True,"['Nan', 'moi', ""c'"", 'est', 'la', 'marijuana']"
2070,6104,Moi je grossis,False,False,False,True,False,False,True,"['Moi', 'je', 'grossis']"
2071,6105,Du cul si,False,False,False,True,False,False,True,"['Du', 'cul', 'si']"
2072,6106,"Bah jle sens que si, et mes parents aussi",False,False,False,True,False,False,True,"['Bah', 'jle', 'sens', 'que', 'si', ',', 'et', 'mes', 'parents', 'aussi']"
2073,6107,Mdr oui bah ils me font cjier avec ca,False,False,False,True,False,False,True,"['Mdr', 'oui', 'bah', 'ils', 'me', 'font', 'cjier', 'avec', 'ca']"
2074,6111,Alala tu trouvais pas qu'il faisais assez chaud comme ça. Tabuse,False,True,False,False,False,False,True,"['Alala', 'tu', 'trouvais', 'pas', ""qu'"", 'il', 'faisais', 'assez', 'chaud', 'comme', 'ça', '.', 'Tabuse']"
2075,6112,Tu te force jamais...,False,True,False,False,False,False,True,"['Tu', 'te', 'force', 'jamais', '...']"
2076,6113,Ben dis moi Pk tu veux pas en parler à la personne concerné ? Ta des problème d'érection ?,False,True,False,False,False,False,True,"['Ben', 'dis', 'moi', 'Pk', 'tu', 'veux', 'pas', 'en', 'parler', 'à', 'la', 'personne', 'concerné', '?', 'Ta', 'des', 'problème', ""d'"", 'érection', '?']"
2077,6117,"Okey, on va aller essayer la boite de giro mais pas ce week end.",False,True,False,False,False,False,True,"['Okey', ',', 'on', 'va', 'aller', 'essayer', 'la', 'boite', 'de', 'giro', 'mais', 'pas', 'ce', 'week', 'end', '.']"
2078,6119,Cool c'est déjà ca en -,False,True,False,False,False,False,True,"['Cool', ""c'"", 'est', 'déjà', 'ca', 'en', '-']"
2079,6122,Mdr t es nul. Bon tu fou quoi là ? En vrai sors jme fais chier,False,False,False,False,True,False,True,"['Mdr', 't', 'es', 'nul', '.', 'Bon', 'tu', 'fou', 'quoi', 'là', '?', 'En', 'vrai', 'sors', 'jme', 'fais', 'chier']"
2080,6123,Amour Je vais au match Je t'aime,False,False,False,True,False,False,True,"['Amour', 'Je', 'vais', 'au', 'match', 'Je', ""t'"", 'aime']"
2081,6125,Ahah elle est comique je suis en forme pas besoin de repos je suis pas encore papi,False,False,False,False,True,False,True,"['Ahah', 'elle', 'est', 'comique', 'je', 'suis', 'en', 'forme', 'pas', 'besoin', 'de', 'repos', 'je', 'suis', 'pas', 'encore', 'papi']"
2082,6136,Aahhhh ! Dsl j'avais pas piger ! Ahh bahh okkéééé nan mais tu comprend quand tu me dis j'ai eu un accident et ya 3 mort et un bebe en vie jvais pas te croire ( enfin jtai cru mais bon enfaite ct pas vrai ),True,False,False,False,False,False,True,"['Aahhhh', '!', 'Dsl', ""j'"", 'avais', 'pas', 'piger', '!', 'Ahh', 'bahh', 'okkéééé', 'nan', 'mais', 'tu', 'comprend', 'quand', 'tu', 'me', 'dis', ""j'"", 'ai', 'eu', 'un', 'accident', 'et', 'ya', '3', 'mort', 'et', 'un', 'bebe', 'en', 'vie', 'jvais', 'pas', 'te', 'croire', '(', 'enfin', 'jtai', 'cru', 'mais', 'bon', 'enfaite', 'ct', 'pas', 'vrai', ')']"
2083,6148,Mais on m a dit que ça passera jamais . Bref . Je pars de la maison on mange mc do là bas Je t'aime,False,False,False,True,False,False,True,"['Mais', 'on', 'm', 'a', 'dit', 'que', 'ça', 'passera', 'jamais', '.', 'Bref', '.', 'Je', 'pars', 'de', 'la', 'maison', 'on', 'mange', 'mc', 'do', 'là', 'bas', 'Je', ""t'"", 'aime']"
2085,6153,"Ah ouai moi ossi jl'ai fai ajd, relou! Jle depose a 20h pour voir l'etat d' [_forename_] a la fin des cours",False,True,False,False,False,False,True,"['Ah', 'ouai', 'moi', 'ossi', ""jl'"", 'ai', 'fai', 'ajd', ',', 'relou', '!', 'Jle', 'depose', 'a', '20', 'h', 'pour', 'voir', ""l'"", 'etat', ""d'"", '[', '_forename_', ']', 'a', 'la', 'fin', 'des', 'cours']"
2086,6157,"On part de la maison, moyennent (t'as vu comment je parle trop bien) on est la dans 2 min",False,False,False,False,False,True,True,"['On', 'part', 'de', 'la', 'maison', ',', 'moyennent', '(', ""t'"", 'as', 'vu', 'comment', 'je', 'parle', 'trop', 'bien', ')', 'on', 'est', 'la', 'dans', '2', 'min']"
2087,6162,Déjà finit Je t'aime,False,True,False,False,False,False,True,"['Déjà', 'finit', 'Je', ""t'"", 'aime']"
2088,6163,,False,False,False,True,False,False,True,['nan']
2089,6167,Envoie moi un message quand tu rentre ....,False,False,False,False,False,True,True,"['Envoie', 'moi', 'un', 'message', 'quand', 'tu', 'rentre', '....']"
2090,6173,Pfff pas bien ! Depuis quand tu fume ?!,False,False,True,False,False,False,True,"['Pfff', 'pas', 'bien', '!', 'Depuis', 'quand', 'tu', 'fume', '?', '!']"
2092,6179,bah on va ouvrir les cadeaux.,False,True,False,False,False,False,True,"['bah', 'on', 'va', 'ouvrir', 'les', 'cadeaux', '.']"
2094,6193,Non Arrete Je t'aime toi te trouve beau à toi c'est toi qui m fait craquer pas un autre Je t'aime,False,False,False,False,False,True,True,"['Non', 'Arrete', 'Je', ""t'"", 'aime', 'toi', 'te', 'trouve', 'beau', 'à', 'toi', ""c'"", 'est', 'toi', 'qui', 'm', 'fait', 'craquer', 'pas', 'un', 'autre', 'Je', ""t'"", 'aime']"
2096,6195,Arrete s il te plait mon amour. Déjà Je pense à ton aniv Je t'aime,False,False,False,True,False,False,True,"['Arrete', 's', 'il', 'te', 'plait', 'mon', 'amour', '.', 'Déjà', 'Je', 'pense', 'à', 'ton', 'aniv', 'Je', ""t'"", 'aime']"
2098,6208,"Moi j'ai fais un pti peu de vélo, pis là jétais motivé pour aller courir mais ma mère veux pas car y fais trop nuit",False,False,False,False,True,False,True,"['Moi', ""j'"", 'ai', 'fais', 'un', 'pti', 'peu', 'de', 'vélo', ',', 'pis', 'là', 'jétais', 'motivé', 'pour', 'aller', 'courir', 'mais', 'ma', 'mère', 'veux', 'pas', 'car', 'y', 'fais', 'trop', 'nuit']"
2099,6209,Mais en faite tt ce qu'on a fait sur le desir ca a pas vraiment de rapport avec le sujet enfin on parle pas de desir ds le sujet mais de besoins c'est pas pareil,False,False,False,True,False,False,True,"['Mais', 'en', 'faite', 'tt', 'ce', ""qu'"", 'on', 'a', 'fait', 'sur', 'le', 'desir', 'ca', 'a', 'pas', 'vraiment', 'de', 'rapport', 'avec', 'le', 'sujet', 'enfin', 'on', 'parle', 'pas', 'de', 'desir', 'ds', 'le', 'sujet', 'mais', 'de', 'besoins', ""c'"", 'est', 'pas', 'pareil']"
2100,6210,J'ai cru que vous mangiez dehors moi du coup j'ai pas fait a manger pour vous du coup.. Arggh on a rien compris,False,False,False,True,False,False,True,"[""J'"", 'ai', 'cru', 'que', 'vous', 'mangiez', 'dehors', 'moi', 'du', 'coup', ""j'"", 'ai', 'pas', 'fait', 'a', 'manger', 'pour', 'vous', 'du', 'coup', '..', 'Arggh', 'on', 'a', 'rien', 'compris']"
2102,6213,Loupé ... Mdrrr Désolée pour le faux espoir ...,False,False,False,True,False,False,True,"['Loupé', '...', 'Mdrrr', 'Désolée', 'pour', 'le', 'faux', 'espoir', '...']"
2103,6214,"Lol je comprend mieux, bon je verrais ca demain merci",True,False,False,False,False,False,True,"['Lol', 'je', 'comprend', 'mieux', ',', 'bon', 'je', 'verrais', 'ca', 'demain', 'merci']"
2104,6217,Moi aussi mon coeur . Je suis triste sans toi,False,False,False,False,False,True,True,"['Moi', 'aussi', 'mon', 'coeur', '.', 'Je', 'suis', 'triste', 'sans', 'toi']"
2105,6218,Oui mais voilà . Toi t bien dans ta famille donc t heureux Meme sans moi. Je te manque et t trop bien avec moi. Mais voilà. Moi non. Je t'aime,False,False,False,True,False,False,True,"['Oui', 'mais', 'voilà', '.', 'Toi', 't', 'bien', 'dans', 'ta', 'famille', 'donc', 't', 'heureux', 'Meme', 'sans', 'moi', '.', 'Je', 'te', 'manque', 'et', 't', 'trop', 'bien', 'avec', 'moi', '.', 'Mais', 'voilà', '.', 'Moi', 'non', '.', 'Je', ""t'"", 'aime']"
2106,6219,Bonne nuit mon et repose toi surtout (débranche ton tel lol) tu me manques trop...très envie de te serrer fort dans mes bras...:-*,False,False,False,False,False,True,True,"['Bonne', 'nuit', 'mon', 'et', 'repose', 'toi', 'surtout', '(', 'débranche', 'ton', 'tel', 'lol', ')', 'tu', 'me', 'manques', 'trop...très', 'envie', 'de', 'te', 'serrer', 'fort', 'dans', 'mes', 'bras', '...', ':', '-', '*']"
2109,6230,Oui amour allé cherche Je t'aime,False,True,False,False,False,False,True,"['Oui', 'amour', 'allé', 'cherche', 'Je', ""t'"", 'aime']"
2110,6231,Tacle en retard . Pq on parle de foot Je t'aime,False,False,False,True,False,False,True,"['Tacle', 'en', 'retard', '.', 'Pq', 'on', 'parle', 'de', 'foot', 'Je', ""t'"", 'aime']"
2111,6232,"T'apelles trop de filles différentes, c'est pour ça que t'as plus de crédit...!",False,False,False,False,False,True,True,"[""T'"", 'apelles', 'trop', 'de', 'filles', 'différentes', ',', ""c'"", 'est', 'pour', 'ça', 'que', ""t'"", 'as', 'plus', 'de', 'crédit', '...', '!']"
2112,6237,Beh oui mais Je veux vraiment Psk j'ai besoin ça m console Je t'aime,False,True,False,False,False,False,True,"['Beh', 'oui', 'mais', 'Je', 'veux', 'vraiment', 'Psk', ""j'"", 'ai', 'besoin', 'ça', 'm', 'console', 'Je', ""t'"", 'aime']"
2113,6241,Ok,False,False,False,True,False,False,True,['Ok']
2116,6256,Mon chérie tu me manque..,False,False,False,False,False,True,True,"['Mon', 'chérie', 'tu', 'me', 'manque', '..']"
2117,6262,Penses à tes mains sur mes fesses Je t'aime,False,True,False,False,False,False,True,"['Penses', 'à', 'tes', 'mains', 'sur', 'mes', 'fesses', 'Je', ""t'"", 'aime']"
